Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
52,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,07 Sep 2016
53,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,08 Sep 2016
54,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,09 Sep 2016
55,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,10 Sep 2016
56,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,22 Aug 2016
57,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,23 Aug 2016
58,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,24 Aug 2016
59,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,26 Aug 2016
60,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,27 Aug 2016
61,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,29 Aug 2016
62,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,30 Aug 2016
63,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1800,4200,2400,31 Aug 2016
64,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1850,2850,2700,18 Jun 2016
65,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1850,3500,3000,29 Jul 2016
66,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1850,3500,3000,30 Jul 2016
67,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1850,3650,2800,17 Jun 2016
68,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1875,3650,2800,14 Jun 2016
69,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1875,3650,2800,15 Jun 2016
70,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1875,3650,2800,16 Jun 2016
71,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1900,4200,3000,06 Dec 2016
72,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1900,4200,3000,07 Dec 2016
73,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1900,4200,3000,08 Dec 2016
