,Sl_no,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max Price (Rs./Quintal),Modal_Price,Price_Date
1884,1885,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,1400,2400,1771,2020-02-15
675,676,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2300,2150,2020-02-16
231,232,Pune,Baramati,Wheat,Kalyan,FAQ,1800,2100,2000,2020-02-17
1102,1103,Pune,Pune,Wheat,Sharbati,FAQ,3600,4200,3900,2020-02-18
1599,1600,Pune,Baramati,Wheat,Kalyan,FAQ,1800,2000,1900,2020-02-20
3248,3249,Pune,Pune,Wheat,Sharbati,FAQ,3500,4400,3950,2020-02-21
1466,1467,Pune,Pune,Wheat,Sharbati,FAQ,3500,4400,3950,2020-02-22
2205,2206,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2200,2100,2020-02-23
2763,2764,Pune,Shirur,Wheat,Other,FAQ,2125,2125,2125,2020-02-24
2051,2052,Pune,Shirur,Wheat,Other,FAQ,1800,2150,2150,2020-02-25
1926,1927,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4100,2020-02-26
507,508,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1850,2150,2000,2020-02-27
2134,2135,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2020-02-28
548,549,Pune,Pune,Wheat,Sharbati,FAQ,3700,4300,4000,2020-02-29
1431,1432,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2200,2000,2020-03-01
3022,3023,Pune,Shirur,Wheat,Other,FAQ,1850,2100,1950,2020-03-02
2705,2706,Pune,Pune,Wheat,Sharbati,FAQ,3900,4400,4150,2020-03-03
993,994,Pune,Baramati,Wheat,Kalyan,FAQ,1800,2000,1900,2020-03-05
2079,2080,Pune,Shirur,Wheat,Other,FAQ,1900,1900,1900,2020-03-06
302,303,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1700,2250,1750,2020-03-08
881,882,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1800,1750,2020-03-09
2055,2056,Pune,Shirur,Wheat,Other,FAQ,1851,1851,1851,2020-03-10
335,336,Pune,Pune,Wheat,Sharbati,FAQ,3600,4250,3950,2020-03-11
483,484,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1851,2200,2000,2020-03-12
3046,3047,Pune,Pune,Wheat,Sharbati,FAQ,3700,4300,4000,2020-03-13
2193,2194,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2100,1850,2020-03-15
2615,2616,Pune,Pune,Wheat,Sharbati,FAQ,3600,4250,3950,2020-03-16
2616,2617,Pune,Pune,Wheat,Sharbati,FAQ,3600,4250,3950,2020-03-17
2132,2133,Pune,Pune,Wheat,Sharbati,FAQ,3500,4400,3950,2020-03-18
616,617,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2000,1850,2020-03-19
2609,2610,Pune,Pune,Wheat,Sharbati,FAQ,3500,4400,3950,2020-03-20
2418,2419,Pune,Pune,Wheat,Sharbati,FAQ,3700,4400,4050,2020-03-23
1576,1577,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2100,2100,2020-03-26
3333,3334,Pune,Shirur,Wheat,Other,FAQ,1600,1600,1600,2020-03-27
3185,3186,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1551,2175,2100,2020-03-29
3115,3116,Pune,Shirur,Wheat,Other,FAQ,1811,1811,1811,2020-03-31
668,669,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1701,2201,1900,2020-04-02
339,340,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4100,2020-04-04
699,700,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1850,1850,1850,2020-04-05
278,279,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2300,1800,2020-04-16
1320,1321,Pune,Pune,Wheat,Sharbati,FAQ,3400,4500,3950,2020-04-18
506,507,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2300,1800,2020-04-26
984,985,Pune,Baramati,Wheat,Kalyan,FAQ,1600,2125,1850,2020-05-07
274,275,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1511,2325,1800,2020-05-10
930,931,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1800,1751,2020-05-14
2619,2620,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4050,2020-05-16
857,858,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1900,2601,2151,2020-05-18
873,874,Pune,Baramati,Wheat,Kalyan,FAQ,1500,1800,1751,2020-05-21
301,302,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1650,2365,1751,2020-05-24
1406,1407,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1780,2200,2000,2020-05-25
2865,2866,Pune,Shirur,Wheat,Other,FAQ,1975,1975,1975,2020-05-26
2941,2942,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1651,2225,1750,2020-05-28
2456,2457,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1750,2351,2000,2020-05-31
856,857,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1801,2376,2000,2020-06-01
2904,2905,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4100,2020-06-03
247,248,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1725,2211,1800,2020-06-04
2671,2672,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2020-06-05
667,668,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2275,1800,2020-06-07
82,83,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1801,2393,2101,2020-06-08
3038,3039,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4100,2020-06-09
2454,2455,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1711,2250,2000,2020-06-11
498,499,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1550,2200,1800,2020-06-14
1635,1636,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1775,2300,1800,2020-06-15
1113,1114,Pune,Pune,Wheat,Sharbati,FAQ,3700,4600,4150,2020-06-16
1646,1647,Pune,Baramati,Wheat,Kalyan,FAQ,1600,1750,1700,2020-06-18
1731,1732,Pune,Shirur,Wheat,Other,FAQ,1600,1600,1600,2020-06-19
1555,1556,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,2200,1750,2020-06-21
855,856,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1775,2351,1900,2020-06-22
1491,1492,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2020-06-23
2197,2198,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2100,1800,2020-06-25
1083,1084,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2020-06-26
1084,1085,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2020-06-27
784,785,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2200,1800,2020-06-28
1657,1658,Pune,Baramati,Wheat,Kalyan,FAQ,1730,1825,1800,2020-06-29
2915,2916,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2020-06-30
1348,1349,Pune,Pune,Wheat,Sharbati,FAQ,3900,4400,4150,2020-07-01
3139,3140,Pune,Baramati,Wheat,Kalyan,FAQ,1725,1800,1780,2020-07-02
1908,1909,Pune,Pune,Wheat,Sharbati,FAQ,3600,4400,4050,2020-07-03
315,316,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2020-07-04
2792,2793,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2100,1800,2020-07-05
1909,1910,Pune,Pune,Wheat,Sharbati,FAQ,3600,4400,4050,2020-07-06
1098,1099,Pune,Pune,Wheat,Sharbati,FAQ,3500,4600,4075,2020-07-07
2150,2151,Pune,Pune,Wheat,Sharbati,FAQ,3700,4400,4100,2020-07-08
2638,2639,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-07-09
2701,2702,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-07-10
2382,2383,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-07-11
1450,1451,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1675,2200,1800,2020-07-12
1634,1635,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1761,2251,1800,2020-07-13
2073,2074,Pune,Shirur,Wheat,Other,FAQ,1500,1800,1700,2020-07-14
1432,1433,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1750,2050,1775,2020-07-16
1276,1277,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2025,1800,2020-07-19
2714,2715,Pune,Pune,Wheat,Sharbati,FAQ,4000,4600,4350,2020-07-20
2172,2173,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4450,2020-07-21
1956,1957,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-07-22
2194,2195,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1875,1750,2020-07-23
1132,1133,Pune,Pune,Wheat,Sharbati,FAQ,3900,4700,4300,2020-07-24
1075,1076,Pune,Pune,Wheat,Sharbati,FAQ,3900,4700,4300,2020-07-25
1556,1557,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,2201,1750,2020-07-26
574,575,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2020-07-27
1136,1137,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4450,2020-07-28
2925,2926,Pune,Pune,Wheat,Sharbati,FAQ,4000,4600,4300,2020-07-29
879,880,Pune,Baramati,Wheat,Kalyan,FAQ,1650,1770,1740,2020-07-30
1732,1733,Pune,Shirur,Wheat,Other,FAQ,1600,1600,1600,2020-07-31
1770,1771,Pune,Shirur,Wheat,Other,FAQ,1550,1550,1550,2020-08-01
2189,2190,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1900,1700,2020-08-02
905,906,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1725,2100,1751,2020-08-03
1969,1970,Pune,Pune,Wheat,Sharbati,FAQ,4000,4700,4400,2020-08-04
1518,1519,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4350,2020-08-05
853,854,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1751,2100,1800,2020-08-06
2159,2160,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-08-07
1955,1956,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-08-08
2047,2048,Pune,Shirur,Wheat,Other,FAQ,1500,1620,1550,2020-08-09
875,876,Pune,Baramati,Wheat,Kalyan,FAQ,1600,1725,1700,2020-08-10
1531,1532,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4450,2020-08-11
2435,2436,Pune,Pune,Wheat,Sharbati,FAQ,3900,4700,4350,2020-08-12
2049,2050,Pune,Shirur,Wheat,Other,FAQ,1550,1550,1550,2020-08-13
1068,1069,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2020-08-14
2485,2486,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1550,2100,1700,2020-08-16
1644,1645,Pune,Baramati,Wheat,Kalyan,FAQ,1500,1625,1600,2020-08-17
2709,2710,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4200,2020-08-18
2914,2915,Pune,Pune,Wheat,Sharbati,FAQ,3800,4300,4100,2020-08-19
554,555,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2020-08-20
2144,2145,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2020-08-21
2411,2412,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2020-08-22
1267,1268,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1900,1650,2020-08-23
1516,1517,Pune,Pune,Wheat,Sharbati,FAQ,3800,4700,4300,2020-08-24
442,443,Pune,Baramati,Wheat,Kalyan,FAQ,1550,1605,1600,2020-08-27
316,317,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2020-08-28
3244,3245,Pune,Pune,Wheat,Sharbati,FAQ,3300,4300,3850,2020-08-29
1847,1848,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1900,1550,2020-08-30
2399,2400,Pune,Pune,Wheat,Sharbati,FAQ,3500,4200,3900,2020-08-31
1720,1721,Pune,Shirur,Wheat,Other,FAQ,1400,1400,1400,2020-09-02
497,498,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1850,1600,2020-09-03
1492,1493,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2020-09-04
2498,2499,Pune,Pune,Wheat,Sharbati,FAQ,3300,4300,3800,2020-09-05
496,497,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1750,1600,2020-09-06
2744,2745,Pune,Shirur,Wheat,Other,FAQ,1300,1400,1300,2020-09-07
3045,3046,Pune,Pune,Wheat,Sharbati,FAQ,3700,4300,4000,2020-09-08
2889,2890,Pune,Pune,Wheat,Sharbati,FAQ,3500,4100,3850,2020-09-09
3047,3048,Pune,Pune,Wheat,Sharbati,FAQ,3700,4300,4050,2020-09-10
1118,1119,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2020-09-11
2156,2157,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2020-09-12
1790,1791,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1960,1600,2020-09-13
3258,3259,Pune,Pune,Wheat,Sharbati,FAQ,3600,4400,4050,2020-09-14
3051,3052,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4050,2020-09-15
1921,1922,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4050,2020-09-16
613,614,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1300,1751,1550,2020-09-17
2423,2424,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4050,2020-09-18
1117,1118,Pune,Pune,Wheat,Sharbati,FAQ,3800,4300,4100,2020-09-19
437,438,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1350,1700,1500,2020-09-20
1014,1015,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1475,2100,1500,2020-09-21
3279,3280,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2020-09-22
2557,2558,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2020-09-23
848,849,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1521,2151,1560,2020-09-24
1331,1332,Pune,Pune,Wheat,Sharbati,FAQ,3700,4500,4150,2020-09-25
2625,2626,Pune,Pune,Wheat,Sharbati,FAQ,3700,4500,4150,2020-09-26
979,980,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1800,1525,2020-09-27
1044,1045,Pune,Pune,Wheat,Sharbati,FAQ,3500,4300,4000,2020-09-28
3263,3264,Pune,Pune,Wheat,Sharbati,FAQ,3700,4200,4000,2020-09-29
1116,1117,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4050,2020-09-30
2388,2389,Pune,Pune,Wheat,Sharbati,FAQ,3900,4200,4100,2020-10-01
2164,2165,Pune,Pune,Wheat,Sharbati,FAQ,3900,4200,4100,2020-10-02
549,550,Pune,Pune,Wheat,Sharbati,FAQ,3700,4400,4100,2020-10-03
1846,1847,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1400,1800,1550,2020-10-04
36,37,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1471,1701,1480,2020-10-05
2379,2380,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2020-10-06
3278,3279,Pune,Pune,Wheat,Sharbati,FAQ,4000,4200,4150,2020-10-07
1336,1337,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2020-10-08
2036,2037,Pune,Shirur,Wheat,Other,FAQ,1300,1400,1300,2020-10-09
1497,1498,Pune,Pune,Wheat,Sharbati,FAQ,3600,4400,4050,2020-10-10
2781,2782,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1400,1900,1550,2020-10-11
1910,1911,Pune,Pune,Wheat,Sharbati,FAQ,3600,4400,4050,2020-10-12
2639,2640,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-10-13
3280,3281,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2020-10-14
3059,3060,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2020-10-15
872,873,Pune,Baramati,Wheat,Kalyan,FAQ,1400,1551,1525,2020-10-19
383,384,Pune,Baramati,Wheat,Kalyan,FAQ,1400,1575,1550,2020-10-22
139,140,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1700,2200,1800,2020-10-26
2913,2914,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4050,2020-10-28
75,76,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1700,2100,1800,2020-10-29
2645,2646,Pune,Pune,Wheat,Sharbati,FAQ,3900,4200,4100,2020-10-30
2635,2636,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2020-10-31
108,109,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1450,1900,1560,2020-11-01
1174,1175,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1700,2200,1800,2020-11-02
2063,2064,Pune,Shirur,Wheat,Other,FAQ,1100,1450,1400,2020-11-03
552,553,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2020-11-04
3011,3012,Pune,Shirur,Wheat,Other,FAQ,1200,1500,1300,2020-11-05
1494,1495,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4100,2020-11-06
1093,1094,Pune,Pune,Wheat,Sharbati,FAQ,3400,4400,4000,2020-11-07
107,108,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1450,1800,1600,2020-11-08
3160,3161,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1700,2200,2000,2020-11-09
3098,3099,Pune,Shirur,Wheat,Other,FAQ,1250,1600,1450,2020-11-10
3276,3277,Pune,Pune,Wheat,Sharbati,FAQ,3900,4600,4300,2020-11-11
2924,2925,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2020-11-12
569,570,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2020-11-13
1353,1354,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2020-11-14
2186,2187,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1450,1751,1580,2020-11-15
1757,1758,Pune,Shirur,Wheat,Other,FAQ,1200,1600,1550,2020-11-17
2500,2501,Pune,Pune,Wheat,Sharbati,FAQ,4200,4600,4450,2020-11-18
659,660,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1751,1600,2020-11-19
2637,2638,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2020-11-20
1493,1494,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2020-11-21
3183,3184,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1800,1560,2020-11-22
37,38,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1600,1900,1750,2020-11-23
1717,1718,Pune,Shirur,Wheat,Other,FAQ,1100,1300,1300,2020-11-24
3252,3253,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2020-11-25
1552,1553,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1785,1570,2020-11-26
2622,2623,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4150,2020-11-27
1913,1914,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4150,2020-11-28
495,496,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1400,1775,1570,2020-11-29
2896,2897,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2020-11-30
1505,1506,Pune,Pune,Wheat,Sharbati,FAQ,3700,4300,4050,2020-12-01
1337,1338,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2020-12-02
2447,2448,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1900,1575,2020-12-03
2852,2853,Pune,Shirur,Wheat,Other,FAQ,1300,1600,1400,2020-12-04
2691,2692,Pune,Pune,Wheat,Sharbati,FAQ,3700,4500,4100,2020-12-05
170,171,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1400,1711,1580,2020-12-06
2617,2618,Pune,Pune,Wheat,Sharbati,FAQ,3600,4300,4000,2020-12-07
1951,1952,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4050,2020-12-09
1755,1756,Pune,Shirur,Wheat,Other,FAQ,1200,1400,1300,2020-12-10
2745,2746,Pune,Shirur,Wheat,Other,FAQ,1300,1500,1400,2020-12-11
351,352,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2020-12-12
1791,1792,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,2100,1550,2020-12-13
1629,1630,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1500,1800,1650,2020-12-14
2629,2630,Pune,Pune,Wheat,Sharbati,FAQ,3800,4100,4000,2020-12-15
3267,3268,Pune,Pune,Wheat,Sharbati,FAQ,3800,4300,4100,2020-12-16
137,138,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1550,1951,1700,2020-12-17
3035,3036,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2020-12-18
1912,1913,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2020-12-19
2935,2936,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1831,1570,2020-12-20
1015,1016,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1600,2000,1700,2020-12-21
2424,2425,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4050,2020-12-22
2651,2652,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2020-12-23
902,903,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1600,1900,1750,2020-12-24
2430,2431,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2020-12-25
1967,1968,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2020-12-26
272,273,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1500,1711,1560,2020-12-27
742,743,Pune,Shirur,Wheat,Other,FAQ,1300,1500,1450,2020-12-28
1499,1500,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2020-12-29
1050,1051,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2020-12-30
1047,1048,Pune,Pune,Wheat,Sharbati,FAQ,3500,4400,4000,2020-12-31
1759,1760,Pune,Shirur,Wheat,Other,FAQ,1300,1700,1600,2021-01-01
3053,3054,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2021-01-02
3227,3228,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1400,1900,1600,2021-01-03
1294,1295,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,1500,2100,1800,2021-01-04
2378,2379,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2021-01-05
3054,3055,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4150,2021-01-06
221,222,Pune,Baramati,Wheat,Kalyan,FAQ,1600,1761,1720,2021-01-14
2524,2525,Pune,Shirur,Wheat,Other,FAQ,1300,1350,1300,2021-01-15
3102,3103,Pune,Shirur,Wheat,Other,FAQ,1400,1500,1500,2021-01-16
1792,1793,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1550,2000,1750,2021-01-17
932,933,Pune,Baramati,Wheat,Kalyan,FAQ,1750,1900,1880,2021-01-18
1326,1327,Pune,Pune,Wheat,Sharbati,FAQ,3600,4250,3950,2021-01-19
1925,1926,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4100,2021-01-20
1659,1660,Pune,Baramati,Wheat,Kalyan,FAQ,1750,1950,1860,2021-01-21
2686,2687,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2021-01-22
2067,2068,Pune,Shirur,Wheat,Other,FAQ,1400,1650,1550,2021-01-23
2938,2939,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1900,1775,2021-01-24
1325,1326,Pune,Pune,Wheat,Sharbati,FAQ,3550,4400,4000,2021-01-25
2899,2900,Pune,Pune,Wheat,Sharbati,FAQ,3550,4400,4000,2021-01-27
1239,1240,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1750,2000,1801,2021-01-28
1465,1466,Pune,Pune,Wheat,Sharbati,FAQ,3500,4300,3950,2021-01-29
1322,1323,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2021-01-30
1758,1759,Pune,Shirur,Wheat,Other,FAQ,1300,1600,1550,2021-01-31
1915,1916,Pune,Pune,Wheat,Sharbati,FAQ,3700,4500,4150,2021-02-01
1927,1928,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-02-02
1963,1964,Pune,Pune,Wheat,Sharbati,FAQ,3900,4500,4250,2021-02-03
440,441,Pune,Baramati,Wheat,Kalyan,FAQ,1500,1770,1740,2021-02-04
323,324,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2021-02-05
2674,2675,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2021-02-06
1794,1795,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1900,1725,2021-02-07
1175,1176,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1700,2200,1850,2021-02-08
1760,1761,Pune,Shirur,Wheat,Other,FAQ,1350,1525,1500,2021-02-09
2690,2691,Pune,Pune,Wheat,Sharbati,FAQ,3700,4400,4100,2021-02-10
3273,3274,Pune,Pune,Wheat,Sharbati,FAQ,3900,4200,4100,2021-02-11
1522,1523,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2021-02-12
2650,2651,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2021-02-13
2192,2193,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1900,1670,2021-02-14
6,7,Pune,Baramati,Wheat,Kalyan,FAQ,1650,1800,1725,2021-02-15
1077,1078,Pune,Pune,Wheat,Sharbati,FAQ,4000,4350,4200,2021-02-16
1082,1083,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2021-02-17
3184,3185,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1550,1900,1700,2021-02-18
2309,2310,Pune,Shirur,Wheat,Other,FAQ,1400,1500,1450,2021-02-19
2702,2703,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2021-02-20
2936,2937,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1550,1900,1650,2021-02-21
851,852,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1720,2011,1850,2021-02-22
718,719,Pune,Shirur,Wheat,Other,FAQ,1100,1600,1500,2021-02-23
2922,2923,Pune,Pune,Wheat,Sharbati,FAQ,4000,4300,4150,2021-02-24
2783,2784,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1750,1700,2021-02-25
2104,2105,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1500,2021-02-26
1349,1350,Pune,Pune,Wheat,Sharbati,FAQ,3900,4500,4250,2021-02-27
660,661,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1851,1700,2021-02-28
744,745,Pune,Shirur,Wheat,Other,FAQ,1300,1800,1600,2021-03-01
2114,2115,Pune,Shirur,Wheat,Other,FAQ,1600,1600,1600,2021-03-02
3287,3288,Pune,Pune,Wheat,Sharbati,FAQ,4100,4400,4300,2021-03-03
777,778,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1950,1720,2021-03-04
2270,2271,Pune,Shirur,Wheat,Other,FAQ,1451,1625,1600,2021-03-05
