,Sl_no,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max Price (Rs./Quintal),Modal_Price,Price_Date
21,22,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2050,1970,2022-01-13
3331,3332,Pune,Shirur,Wheat,Other,FAQ,1500,1800,1600,2022-01-14
2377,2378,Pune,Pune,Wheat,Sharbati,FAQ,3800,4400,4100,2022-01-15
3101,3102,Pune,Shirur,Wheat,Other,FAQ,1300,1750,1500,2022-01-16
2048,2049,Pune,Shirur,Wheat,Other,FAQ,1500,1900,1850,2022-01-17
3325,3326,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1500,2022-01-18
2982,2983,Pune,Pune,Wheat,Sharbati,FAQ,3400,4400,3900,2022-01-19
1409,1410,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2000,2500,2200,2022-01-20
1764,1765,Pune,Shirur,Wheat,Other,FAQ,1400,1900,1700,2022-01-21
2894,2895,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2022-01-22
3020,3021,Pune,Shirur,Wheat,Other,FAQ,1500,1800,1750,2022-01-23
2109,2110,Pune,Shirur,Wheat,Other,FAQ,1400,1900,1500,2022-01-24
2077,2078,Pune,Shirur,Wheat,Other,FAQ,1700,1861,1850,2022-01-25
2459,2460,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1800,2400,1950,2022-01-27
2105,2106,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1600,2022-01-28
2895,2896,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2022-01-29
1563,1564,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1750,2400,1900,2022-01-30
828,829,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2050,1975,2022-01-31
328,329,Pune,Pune,Wheat,Sharbati,FAQ,3500,4400,3950,2022-02-01
1490,1491,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2022-02-02
1217,1218,Pune,Baramati,Wheat,Kalyan,FAQ,1850,2000,1931,2022-02-03
2981,2982,Pune,Pune,Wheat,Sharbati,FAQ,3300,4300,3800,2022-02-04
1487,1488,Pune,Pune,Wheat,Sharbati,FAQ,2600,3200,2900,2022-02-05
1433,1434,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1800,2351,1900,2022-02-06
1040,1041,Pune,Pune,Wheat,Sharbati,FAQ,3400,4500,3950,2022-02-07
2861,2862,Pune,Shirur,Wheat,Other,FAQ,1600,1700,1650,2022-02-08
216,217,Pune,Pune,Wheat,Sharbati,FAQ,2500,3200,2850,2022-02-09
1730,1731,Pune,Shirur,Wheat,Other,FAQ,1600,1600,1600,2022-02-10
2678,2679,Pune,Pune,Wheat,Sharbati,FAQ,3500,4700,4100,2022-02-11
1496,1497,Pune,Pune,Wheat,Sharbati,FAQ,3500,4700,4100,2022-02-12
2322,2323,Pune,Shirur,Wheat,Other,FAQ,1600,1900,1800,2022-02-13
1219,1220,Pune,Baramati,Wheat,Kalyan,FAQ,1900,1990,1970,2022-02-14
2076,2077,Pune,Shirur,Wheat,Other,FAQ,1600,1700,1700,2022-02-15
1890,1891,Pune,Pune,Wheat,Sharbati,FAQ,3100,4800,3950,2022-02-16
2458,2459,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1800,2351,1900,2022-02-17
2497,2498,Pune,Pune,Wheat,Sharbati,FAQ,3200,4800,4000,2022-02-18
282,283,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1800,2200,1920,2022-02-20
455,456,Pune,Baramati,Wheat,Kalyan,FAQ,1900,1980,1950,2022-02-21
1735,1736,Pune,Shirur,Wheat,Other,FAQ,1825,1900,1825,2022-02-22
1060,1061,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2022-02-23
934,935,Pune,Baramati,Wheat,Kalyan,FAQ,1900,1975,1950,2022-02-24
2593,2594,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1500,2022-02-25
2601,2602,Pune,Shirur,Wheat,Other,FAQ,1750,1800,1800,2022-02-26
2326,2327,Pune,Shirur,Wheat,Other,FAQ,1800,2000,1900,2022-02-27
1638,1639,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1890,2351,2100,2022-02-28
1467,1468,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4250,2022-03-01
2231,2232,Pune,Nira(Saswad),Wheat,Other,FAQ,1900,2600,2250,2022-03-02
2666,2667,Pune,Pune,Wheat,Sharbati,FAQ,2500,3200,2850,2022-03-03
3032,3033,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4250,2022-03-04
2357,2358,Pune,Pune,Wheat,Sharbati,FAQ,3500,4800,4150,2022-03-05
284,285,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1850,2200,1975,2022-03-06
2224,2225,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,1650,2325,1800,2022-03-07
2641,2642,Pune,Pune,Wheat,Sharbati,FAQ,3800,5000,4400,2022-03-08
1502,1503,Pune,Pune,Wheat,Sharbati,FAQ,3600,5000,4300,2022-03-09
2225,2226,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,1700,2451,2025,2022-03-10
2931,2932,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2022-03-11
2656,2657,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2022-03-12
1571,1572,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1850,2505,2100,2022-03-13
73,74,Pune,Baramati,Wheat,Kalyan,FAQ,2200,2300,2225,2022-03-14
2986,2987,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2022-03-15
1835,1836,Pune,Nira(Saswad),Wheat,Other,FAQ,1900,2600,2250,2022-03-16
286,287,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2300,2075,2022-03-17
3075,3076,Pune,Pune,Wheat,Sharbati,FAQ,4000,5400,4700,2022-03-18
2286,2287,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2022-03-19
1861,1862,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1950,2451,2100,2022-03-20
1418,1419,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2161,2650,2200,2022-03-21
3283,3284,Pune,Pune,Wheat,Sharbati,FAQ,4000,4900,4450,2022-03-22
2570,2571,Pune,Pune,Wheat,Sharbati,FAQ,4200,5100,4650,2022-03-23
3082,3083,Pune,Pune,Wheat,Sharbati,FAQ,4300,5300,4800,2022-03-24
2396,2397,Pune,Pune,Wheat,Sharbati,FAQ,2600,3400,3040,2022-03-25
2052,2053,Pune,Shirur,Wheat,Other,FAQ,1800,2251,1900,2022-03-26
2749,2750,Pune,Shirur,Wheat,Other,FAQ,1350,1950,1700,2022-03-27
2843,2844,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-03-28
2738,2739,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-03-29
3302,3303,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-03-30
2253,2254,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-03-31
1999,2000,Pune,Pune,Wheat,Sharbati,FAQ,4600,5400,5000,2022-04-01
2854,2855,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1500,2022-04-02
512,513,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2550,2250,2022-04-03
259,260,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2075,2900,2300,2022-04-04
2240,2241,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2022-04-05
581,582,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2022-04-06
3027,3028,Pune,Shirur,Wheat,Other,FAQ,2300,2300,2300,2022-04-07
2160,2161,Pune,Pune,Wheat,Sharbati,FAQ,3800,5000,4400,2022-04-08
2385,2386,Pune,Pune,Wheat,Sharbati,FAQ,3800,5000,4400,2022-04-09
2463,2464,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2650,2200,2022-04-10
2881,2882,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,1851,2621,2300,2022-04-11
1318,1319,Pune,Pune,Wheat,Sharbati,FAQ,2600,3400,3000,2022-04-12
1309,1310,Pune,Nira(Saswad),Wheat,Other,FAQ,2100,2700,2400,2022-04-13
678,679,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2600,2200,2022-04-14
1941,1942,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2022-04-15
2239,2240,Pune,Pune,Wheat,Sharbati,FAQ,4000,5400,4700,2022-04-16
696,697,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1700,2800,2151,2022-04-17
1673,1674,Pune,Baramati,Wheat,Kalyan,FAQ,2100,2550,2200,2022-04-18
2577,2578,Pune,Pune,Wheat,Sharbati,FAQ,4400,5700,5050,2022-04-19
2999,3000,Pune,Pune,Wheat,Sharbati,FAQ,4400,5700,5050,2022-04-20
1435,1436,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2500,2200,2022-04-21
2250,2251,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-04-22
3301,3302,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-04-23
1777,1778,Pune,Shirur,Wheat,Other,FAQ,2100,2350,2350,2022-04-24
402,403,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2200,2170,2022-04-25
2522,2523,Pune,Pune,Wheat,Sharbati,FAQ,4900,5600,5250,2022-04-26
1753,1754,Pune,Pune,Wheat,Sharbati,FAQ,4700,5400,5050,2022-04-27
925,926,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2251,2801,2300,2022-04-28
2496,2497,Pune,Pune,Wheat,Sharbati,FAQ,2800,3500,3150,2022-04-29
2515,2516,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-04-30
186,187,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1950,2700,2200,2022-05-01
1696,1697,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2180,2970,2201,2022-05-02
3006,3007,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-05-03
1712,1713,Pune,Pune,Wheat,Sharbati,FAQ,4600,5600,5100,2022-05-04
676,677,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2350,2200,2022-05-05
2031,2032,Pune,Pune,Wheat,Sharbati,FAQ,4800,5500,5150,2022-05-06
3332,3333,Pune,Shirur,Wheat,Other,FAQ,1500,1900,1800,2022-05-07
304,305,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1800,3100,2170,2022-05-08
1734,1735,Pune,Shirur,Wheat,Other,FAQ,1650,1900,1775,2022-05-09
714,715,Pune,Pune,Wheat,Sharbati,FAQ,4600,5500,5050,2022-05-10
2025,2026,Pune,Pune,Wheat,Sharbati,FAQ,4600,5500,5050,2022-05-11
2243,2244,Pune,Pune,Wheat,Sharbati,FAQ,4400,5500,4950,2022-05-14
2866,2867,Pune,Shirur,Wheat,Other,FAQ,2011,2200,2011,2022-05-15
1419,1420,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2200,2900,2601,2022-05-16
2723,2724,Pune,Pune,Wheat,Sharbati,FAQ,4200,5500,4850,2022-05-17
1358,1359,Pune,Pune,Wheat,Sharbati,FAQ,4000,5300,4650,2022-05-18
1437,1438,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2425,2200,2022-05-19
1106,1107,Pune,Pune,Wheat,Sharbati,FAQ,3600,5000,4300,2022-05-20
3060,3061,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4300,2022-05-21
789,790,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2200,2100,2022-05-22
1400,1401,Pune,Baramati,Wheat,Kalyan,FAQ,2100,2185,2160,2022-05-23
367,368,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2022-05-24
2663,2664,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2022-05-25
1168,1169,Pune,Baramati,Wheat,Kalyan,FAQ,2100,2200,2160,2022-05-26
2349,2350,Pune,Pune,Wheat,Other,FAQ,2800,3100,2950,2022-05-27
1895,1896,Pune,Pune,Wheat,Other,FAQ,2800,3100,2950,2022-05-28
1620,1621,Pune,Baramati,Wheat,Kalyan,FAQ,2080,2200,2121,2022-05-30
2000,2001,Pune,Pune,Wheat,Sharbati,FAQ,4600,5400,5000,2022-05-31
2014,2015,Pune,Pune,Wheat,Sharbati,FAQ,4400,5200,4800,2022-06-01
1709,1710,Pune,Pune,Wheat,Sharbati,FAQ,4600,5400,5000,2022-06-02
3231,3232,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2000,2525,2254,2022-06-04
791,792,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1950,2500,2150,2022-06-05
3169,3170,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2075,2631,2300,2022-06-06
2997,2998,Pune,Pune,Wheat,Sharbati,FAQ,4400,5500,4950,2022-06-07
1887,1888,Pune,Nira(Saswad),Wheat,Other,FAQ,2000,2700,2350,2022-06-08
1858,1859,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2000,2000,2022-06-09
598,599,Pune,Pune,Wheat,Sharbati,FAQ,4700,5600,5150,2022-06-10
3313,3314,Pune,Pune,Wheat,Sharbati,FAQ,4700,5600,5150,2022-06-11
627,628,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2400,2100,2022-06-12
2261,2262,Pune,Pune,Wheat,Sharbati,FAQ,4800,5600,5200,2022-06-13
1715,1716,Pune,Pune,Wheat,Sharbati,FAQ,4800,5600,5200,2022-06-14
2521,2522,Pune,Pune,Wheat,Sharbati,FAQ,4800,5600,5200,2022-06-15
3309,3310,Pune,Pune,Wheat,Sharbati,FAQ,4600,5600,5100,2022-06-16
2003,2004,Pune,Pune,Wheat,Sharbati,FAQ,4800,5400,5100,2022-06-17
2847,2848,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-06-18
680,681,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2400,2050,2022-06-19
1233,1234,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2151,2091,2022-06-20
1754,1755,Pune,Pune,Wheat,Sharbati,FAQ,4800,5400,5100,2022-06-21
1480,1481,Pune,Nira(Saswad),Wheat,Other,FAQ,2120,2900,2510,2022-06-22
125,126,Pune,Baramati,Wheat,Kalyan,FAQ,1950,2100,2051,2022-06-23
1775,1776,Pune,Shirur,Wheat,Other,FAQ,2100,2100,2100,2022-06-24
1751,1752,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-06-25
2540,2541,Pune,Shirur,Wheat,Other,FAQ,1900,1900,1900,2022-06-26
1608,1609,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2100,2050,2022-06-27
2292,2293,Pune,Pune,Wheat,Sharbati,FAQ,4300,5200,4750,2022-06-28
2492,2493,Pune,Nira(Saswad),Wheat,Other,FAQ,2100,2800,2450,2022-06-29
3112,3113,Pune,Shirur,Wheat,Other,FAQ,1500,1900,1600,2022-06-30
2504,2505,Pune,Pune,Wheat,Sharbati,FAQ,4200,5300,4750,2022-07-01
2324,2325,Pune,Shirur,Wheat,Other,FAQ,1800,1900,1800,2022-07-02
3206,3207,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2425,2100,2022-07-03
310,311,Pune,Pune,Wheat,Sharbati,FAQ,2600,3000,2800,2022-07-04
657,658,Pune,Pune,Wheat,Sharbati,FAQ,2600,3000,2800,2022-07-05
2512,2513,Pune,Pune,Wheat,Sharbati,FAQ,4500,5400,4950,2022-07-06
3001,3002,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-07-07
3298,3299,Pune,Pune,Wheat,Sharbati,FAQ,4400,5600,5000,2022-07-08
1776,1777,Pune,Shirur,Wheat,Other,FAQ,2100,2250,2250,2022-07-09
2209,2210,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1950,2400,2100,2022-07-10
1197,1198,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2235,2550,2300,2022-07-11
3304,3305,Pune,Pune,Wheat,Sharbati,FAQ,4500,5600,5050,2022-07-12
2730,2731,Pune,Pune,Wheat,Sharbati,FAQ,4500,5400,4950,2022-07-13
3204,3205,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2300,2100,2022-07-14
3310,3311,Pune,Pune,Wheat,Sharbati,FAQ,4700,5300,5000,2022-07-15
814,815,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,1800,2211,2100,2022-07-16
2599,2600,Pune,Shirur,Wheat,Other,FAQ,1600,1900,1700,2022-07-17
1623,1624,Pune,Baramati,Wheat,Kalyan,FAQ,2200,2300,2250,2022-07-18
3314,3315,Pune,Pune,Wheat,Sharbati,FAQ,4800,5100,4950,2022-07-19
2235,2236,Pune,Nira(Saswad),Wheat,Other,FAQ,2200,2881,2540,2022-07-20
1198,1199,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2280,2815,2350,2022-07-21
3008,3009,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5100,2022-07-22
2739,2740,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5100,2022-07-23
702,703,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,2200,2612,2375,2022-07-24
3179,3180,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2400,2851,2550,2022-07-25
2023,2024,Pune,Pune,Wheat,Sharbati,FAQ,4600,5000,4800,2022-07-26
653,654,Pune,Nira(Saswad),Wheat,Other,FAQ,2351,2875,2613,2022-07-27
3315,3316,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2022-07-28
2741,2742,Pune,Pune,Wheat,Sharbati,FAQ,4900,5400,5150,2022-07-29
2519,2520,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-07-30
701,702,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1900,2751,2451,2022-07-31
2328,2329,Pune,Shirur,Wheat,Other,FAQ,2000,2000,2000,2022-08-01
132,133,Pune,Baramati,Wheat,Kalyan,FAQ,2211,2600,2425,2022-08-02
1479,1480,Pune,Nira(Saswad),Wheat,Other,FAQ,2100,2800,2450,2022-08-03
34,35,Pune,Baramati,Wheat,Kalyan,FAQ,2200,2400,2330,2022-08-04
3007,3008,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-08-05
1306,1307,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2451,2552,2451,2022-08-06
632,633,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2525,2300,2022-08-07
771,772,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2400,2651,2500,2022-08-08
2580,2581,Pune,Pune,Wheat,Sharbati,FAQ,4500,5300,4900,2022-08-09
2256,2257,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-08-10
104,105,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2311,2821,2400,2022-08-11
3312,3313,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-08-12
2257,2258,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-08-13
2467,2468,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2500,2200,2022-08-14
2586,2587,Pune,Pune,Wheat,Sharbati,FAQ,4700,5500,5100,2022-08-16
708,709,Pune,Nira(Saswad),Wheat,Other,FAQ,2100,2881,2490,2022-08-17
2514,2515,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2022-08-18
2508,2509,Pune,Pune,Wheat,Sharbati,FAQ,4300,5500,4900,2022-08-19
815,816,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,1911,2451,2025,2022-08-20
3213,3214,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2050,2600,2300,2022-08-21
3181,3182,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2500,2800,2600,2022-08-22
2260,2261,Pune,Pune,Wheat,Sharbati,FAQ,4800,5400,5100,2022-08-23
3009,3010,Pune,Pune,Wheat,Sharbati,FAQ,4800,5400,5100,2022-08-24
635,636,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2015,2700,2300,2022-08-25
2542,2543,Pune,Shirur,Wheat,Other,FAQ,2000,2300,2300,2022-08-26
596,597,Pune,Pune,Wheat,Sharbati,FAQ,4600,5600,5100,2022-08-27
191,192,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2050,2500,2250,2022-08-28
1012,1013,Pune,Baramati,Wheat,Kalyan,FAQ,2350,2450,2399,2022-08-29
3003,3004,Pune,Pune,Wheat,Sharbati,FAQ,4500,5600,5050,2022-08-30
1460,1461,Pune,Nira(Saswad),Wheat,Other,FAQ,1950,2900,2425,2022-08-31
532,533,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,1800,2751,1951,2022-09-01
1089,1090,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2022-09-02
1092,1093,Pune,Pune,Wheat,Sharbati,FAQ,4300,5200,4750,2022-09-03
434,435,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2350,2801,2400,2022-09-05
1149,1150,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2022-09-07
2288,2289,Pune,Pune,Wheat,Sharbati,FAQ,4200,5400,4800,2022-09-08
740,741,Pune,Shirur,Wheat,Other,FAQ,2300,2300,2300,2022-09-09
2991,2992,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2022-09-10
3121,3122,Pune,Shirur,Wheat,Other,FAQ,2200,2200,2200,2022-09-11
1201,1202,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2311,2761,2500,2022-09-12
2290,2291,Pune,Pune,Wheat,Sharbati,FAQ,4200,5500,4850,2022-09-13
3235,3236,Pune,Nira(Saswad),Wheat,Other,FAQ,2200,2875,2537,2022-09-14
2182,2183,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2351,2915,2500,2022-09-15
597,598,Pune,Pune,Wheat,Sharbati,FAQ,4700,5300,5000,2022-09-17
2883,2884,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1950,3011,2200,2022-09-18
129,130,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2422,2325,2022-09-19
2019,2020,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2022-09-20
652,653,Pune,Nira(Saswad),Wheat,Other,FAQ,2100,3021,2560,2022-09-21
1423,1424,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2400,3000,2500,2022-09-22
2258,2259,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2022-09-23
2849,2850,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2022-09-24
797,798,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2015,2500,2300,2022-09-25
2027,2028,Pune,Pune,Wheat,Sharbati,FAQ,4700,5200,4950,2022-09-26
1747,1748,Pune,Pune,Wheat,Sharbati,FAQ,4400,5400,4800,2022-09-28
2835,2836,Pune,Pune,Wheat,Sharbati,FAQ,4400,5400,4800,2022-09-29
595,596,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-09-30
206,207,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,1800,2251,1851,2022-10-01
2885,2886,Pune,Indapur(Bhigwan),Wheat,Other,FAQ,1925,2701,2250,2022-10-02
1398,1399,Pune,Baramati,Wheat,Kalyan,FAQ,2011,2300,2151,2022-10-03
2886,2887,Pune,Pune,Wheat,Sharbati,FAQ,2800,3200,3000,2022-10-04
3093,3094,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-10-05
3085,3086,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2022-10-06
2097,2098,Pune,Pune,Wheat,Sharbati,FAQ,4700,5200,4950,2022-10-07
3243,3244,Pune,Pune,Wheat,Sharbati,FAQ,2700,3500,3100,2022-10-08
540,541,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,2000,2800,2280,2022-10-09
2329,2330,Pune,Shirur,Wheat,Other,FAQ,2000,2325,2325,2022-10-10
1888,1889,Pune,Nira(Saswad),Wheat,Other,FAQ,2000,2985,2492,2022-10-12
3149,3150,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2400,2350,2022-10-13
587,588,Pune,Pune,Wheat,Sharbati,FAQ,4400,5000,4700,2022-10-14
3306,3307,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-10-15
2466,2467,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2400,2350,2022-10-16
202,203,Pune,Indapur,Wheat,Other,FAQ,2000,2551,2111,2022-10-17
2028,2029,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2022-10-18
3094,3095,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-10-19
534,535,Pune,Indapur,Wheat,Other,FAQ,2011,2435,2435,2022-10-20
2567,2568,Pune,Pune,Wheat,Sharbati,FAQ,4200,4800,4500,2022-10-21
2662,2663,Pune,Pune,Wheat,Sharbati,FAQ,4200,4800,4500,2022-10-22
193,194,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2700,2350,2022-10-23
372,373,Pune,Pune,Wheat,Sharbati,FAQ,4200,4800,4500,2022-10-24
2587,2588,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2022-10-25
2956,2957,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2050,2600,2425,2022-10-27
2520,2521,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2022-10-28
2989,2990,Pune,Pune,Wheat,Sharbati,FAQ,4200,4800,4500,2022-10-29
811,812,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1800,3000,2450,2022-10-30
404,405,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2531,2475,2022-10-31
3294,3295,Pune,Pune,Wheat,Sharbati,FAQ,4400,5000,4700,2022-11-01
1985,1986,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2022-11-02
636,637,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2025,2500,2475,2022-11-03
2725,2726,Pune,Pune,Wheat,Sharbati,FAQ,4400,5100,4750,2022-11-04
2583,2584,Pune,Pune,Wheat,Sharbati,FAQ,4600,5100,4850,2022-11-05
2882,2883,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,1900,3201,2500,2022-11-06
693,694,Pune,Indapur,Wheat,Other,FAQ,2111,2451,2200,2022-11-07
2736,2737,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-11-08
2846,2847,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-11-09
1237,1238,Pune,Baramati,Wheat,Kalyan,FAQ,2425,2650,2600,2022-11-10
716,717,Pune,Pune,Wheat,Sharbati,FAQ,4700,5200,4950,2022-11-11
2002,2003,Pune,Pune,Wheat,Sharbati,FAQ,4700,5200,4950,2022-11-12
1882,1883,Pune,Indapur(Bhigwan),Wheat,Maharashtra 2189,FAQ,2000,3600,2750,2022-11-13
1880,1881,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,2000,2611,2251,2022-11-14
1090,1091,Pune,Pune,Wheat,Sharbati,FAQ,4200,5400,4950,2022-11-15
707,708,Pune,Nira(Saswad),Wheat,Other,FAQ,2000,3400,2850,2022-11-16
35,36,Pune,Baramati,Wheat,Kalyan,FAQ,2350,2700,2621,2022-11-17
