,Sl_no,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max Price (Rs./Quintal),Modal_Price,Price_Date
8753,8754,Pune,Pune,Onion,Local,FAQ,700,1900,1300,2021-08-13
9162,9163,Pune,Pune(Khadiki),Onion,Local,FAQ,1100,1500,1300,2021-08-14
2058,2059,Pune,Junnar,Onion,Other,FAQ,800,2000,1500,2021-08-15
2931,2932,Pune,Pune(Moshi),Onion,Local,FAQ,400,1500,950,2021-08-16
525,526,Pune,Manchar,Onion,Other,FAQ,950,1910,1275,2021-08-17
4392,4393,Pune,Khed(Chakan),Onion,Other,FAQ,1200,1900,1500,2021-08-18
4498,4499,Pune,Manchar,Onion,Other,FAQ,975,2000,1475,2021-08-19
7491,7492,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1500,1450,2021-08-20
10100,10101,Pune,Pune(Pimpri),Onion,Local,FAQ,1700,1800,1750,2021-08-21
6197,6198,Pune,Pune,Onion,Local,FAQ,600,1800,1200,2021-08-22
2480,2481,Pune,Pune,Onion,Local,FAQ,700,1800,1250,2021-08-23
5144,5145,Pune,Khed(Chakan),Onion,Other,FAQ,1200,1800,1500,2021-08-24
8544,8545,Pune,Khed(Chakan),Onion,Other,FAQ,1200,1800,1500,2021-08-25
837,838,Pune,Pune,Onion,Local,FAQ,700,1800,1250,2021-08-26
6124,6125,Pune,Pune,Onion,Local,FAQ,600,1700,1150,2021-08-27
6395,6396,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1500,1250,2021-08-28
4386,4387,Pune,Khed(Chakan),Onion,Other,FAQ,1200,1600,1400,2021-08-29
7926,7927,Pune,Pune(Moshi),Onion,Local,FAQ,300,1300,800,2021-08-30
7121,7122,Pune,Manchar,Onion,Other,FAQ,800,1700,1195,2021-08-31
4542,4543,Pune,Pune(Manjri),Onion,Local,FAQ,800,1400,1000,2021-09-01
1444,1445,Pune,Manchar,Onion,Other,FAQ,850,1700,1050,2021-09-02
4425,4426,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1700,1450,2021-09-03
8570,8571,Pune,Pune(Pimpri),Onion,Local,FAQ,1650,1650,1650,2021-09-04
10063,10064,Pune,Pune(Pimpri),Onion,Local,FAQ,900,1700,1300,2021-09-05
7690,7691,Pune,Pune(Moshi),Onion,Local,FAQ,400,1300,850,2021-09-06
1788,1789,Pune,Pune(Moshi),Onion,Local,FAQ,700,1200,950,2021-09-07
1521,1522,Pune,Pune,Onion,Local,FAQ,700,1800,1250,2021-09-08
8916,8917,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1600,1400,2021-09-09
4608,4609,Pune,Pune,Onion,Local,FAQ,600,1800,1200,2021-09-10
9407,9408,Pune,Pune(Pimpri),Onion,Local,FAQ,1600,1700,1650,2021-09-11
3788,3789,Pune,Junnar,Onion,Other,FAQ,800,2001,1500,2021-09-12
5562,5563,Pune,Pune(Pimpri),Onion,Local,FAQ,1100,1700,1400,2021-09-13
7808,7809,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1000,2021-09-14
1685,1686,Pune,Pune(Manjri),Onion,Local,FAQ,1000,1500,1300,2021-09-15
2419,2420,Pune,Manchar,Onion,Other,FAQ,800,1800,1385,2021-09-16
7162,7163,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1600,1300,2021-09-17
428,429,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1700,1350,2021-09-18
1074,1075,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1400,1300,2021-09-19
2240,2241,Pune,Manchar,Onion,Other,FAQ,725,1600,925,2021-09-20
4385,4386,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1700,1400,2021-09-21
7609,7610,Pune,Pune(Manjri),Onion,Local,FAQ,800,1600,1300,2021-09-22
8754,8755,Pune,Pune,Onion,Local,FAQ,700,2000,1350,2021-09-23
10576,10577,Pune,Pune(Pimpri),Onion,Local,FAQ,1400,1800,1600,2021-09-24
10001,10002,Pune,Pune(Moshi),Onion,Local,FAQ,500,1500,1000,2021-09-25
10573,10574,Pune,Pune(Pimpri),Onion,Local,FAQ,1300,2000,1650,2021-09-26
5481,5482,Pune,Pune(Moshi),Onion,Local,FAQ,500,1500,1000,2021-09-27
9514,9515,Pune,Pune(Moshi),Onion,Local,FAQ,600,2000,1300,2021-09-28
1683,1684,Pune,Pune(Manjri),Onion,Local,FAQ,800,1700,1300,2021-09-29
7183,7184,Pune,Khed(Chakan),Onion,Other,FAQ,1200,2000,1500,2021-09-30
10589,10590,Pune,Pune(Pimpri),Onion,Local,FAQ,1800,2100,1950,2021-10-01
10629,10630,Pune,Pune(Moshi),Onion,Local,FAQ,500,2000,1250,2021-10-02
10299,10300,Pune,Pune,Onion,Local,FAQ,1000,2800,1900,2021-10-03
6153,6154,Pune,Pune,Onion,Local,FAQ,1000,3000,2000,2021-10-04
8576,8577,Pune,Pune(Pimpri),Onion,Local,FAQ,2000,2600,2300,2021-10-05
10164,10165,Pune,Pune(Manjri),Onion,Local,FAQ,1500,3100,2200,2021-10-06
10268,10269,Pune,Pune(Manjri),Onion,Local,FAQ,1700,2800,2200,2021-10-07
9077,9078,Pune,Pune(Manjri),Onion,Local,FAQ,1700,2800,2200,2021-10-08
9210,9211,Pune,Pune(Moshi),Onion,Local,FAQ,500,2800,1650,2021-10-09
10143,10144,Pune,Pune(Pimpri),Onion,Local,FAQ,1200,3000,2100,2021-10-10
9521,9522,Pune,Pune(Moshi),Onion,Local,FAQ,700,2500,1600,2021-10-11
6865,6866,Pune,Pune,Onion,Local,FAQ,1100,3800,2450,2021-10-12
9078,9079,Pune,Pune(Manjri),Onion,Local,FAQ,1700,3500,2200,2021-10-13
494,495,Pune,Khed(Chakan),Onion,Other,FAQ,2000,3000,2500,2021-10-14
9942,9943,Pune,Pune,Onion,Local,FAQ,800,3500,2150,2021-10-15
10173,10174,Pune,Pune(Manjri),Onion,Local,FAQ,1700,3500,3100,2021-10-16
10379,10380,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1800,1600,2021-10-17
1638,1639,Pune,Pune(Khadiki),Onion,Local,FAQ,1600,2000,1900,2021-10-18
8699,8700,Pune,Manchar,Onion,Other,FAQ,1510,3700,2645,2021-10-19
10803,10804,Pune,Pune(Pimpri),Onion,Local,FAQ,2900,3300,3100,2021-10-20
9940,9941,Pune,Pune,Onion,Local,FAQ,800,3200,2000,2021-10-21
3177,3178,Pune,Pune(Moshi),Onion,Local,FAQ,1000,2500,1750,2021-10-22
28,29,Pune,Junnar,Onion,Other,FAQ,1000,3000,2000,2021-10-23
4440,4441,Pune,Pune(Khadiki),Onion,Local,FAQ,1600,2000,1800,2021-10-24
9379,9380,Pune,Pune(Manjri),Onion,Local,FAQ,1300,3100,2200,2021-10-25
1496,1497,Pune,Pune,Onion,Local,FAQ,500,3100,1800,2021-10-26
3322,3323,Pune,Manchar,Onion,Other,FAQ,1000,2600,1850,2021-10-27
8277,8278,Pune,Junnar(Alephata),Onion,Other,FAQ,1110,3110,2100,2021-10-28
471,472,Pune,Junnar,Onion,Other,FAQ,700,2800,2000,2021-10-29
1412,1413,Pune,Khed(Chakan),Onion,Other,FAQ,1500,2500,2000,2021-10-30
3486,3487,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1600,1500,2021-10-31
1200,1201,Pune,Junnar,Onion,Other,FAQ,1500,2800,2000,2021-11-01
6012,6013,Pune,Manchar,Onion,Other,FAQ,1000,2900,1942,2021-11-02
8552,8553,Pune,Khed(Chakan),Onion,Other,FAQ,1500,2500,2000,2021-11-03
4832,4833,Pune,Pune(Pimpri),Onion,Local,FAQ,1800,2500,2150,2021-11-04
6772,6773,Pune,Manchar,Onion,Other,FAQ,1000,2600,1725,2021-11-05
5588,5589,Pune,Pune(Pimpri),Onion,Local,FAQ,2300,2600,2450,2021-11-06
2773,2774,Pune,Pune(Khadiki),Onion,Local,FAQ,1500,2000,1750,2021-11-07
2632,2633,Pune,Pune,Onion,Local,FAQ,1500,3300,2400,2021-11-08
2506,2507,Pune,Pune,Onion,Local,FAQ,1000,3500,2250,2021-11-09
6566,6567,Pune,Pune(Manjri),Onion,Local,FAQ,1600,4000,2200,2021-11-10
2209,2210,Pune,Khed(Chakan),Onion,Other,FAQ,1500,3300,2800,2021-11-11
6423,6424,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,2000,1700,2021-11-12
10917,10918,Pune,Pune(Moshi),Onion,Local,FAQ,1000,2500,1750,2021-11-13
10597,10598,Pune,Pune(Pimpri),Onion,Local,FAQ,2000,3200,2600,2021-11-14
3279,3280,Pune,Pune(Pimpri),Onion,Local,FAQ,2700,3200,2950,2021-11-15
11093,11094,Pune,Pune(Manjri),Onion,Local,FAQ,1300,3100,2200,2021-11-16
6424,6425,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,2200,1800,2021-11-17
7134,7135,Pune,Manchar,Onion,Other,FAQ,1000,2520,1925,2021-11-18
5025,5026,Pune,Junnar(Alephata),Onion,Other,FAQ,750,2500,1500,2021-11-19
5495,5496,Pune,Pune(Moshi),Onion,Local,FAQ,700,2000,1350,2021-11-20
4096,4097,Pune,Junnar(Alephata),Onion,Other,FAQ,1010,2810,1810,2021-11-21
8577,8578,Pune,Pune(Pimpri),Onion,Local,FAQ,2000,2600,2300,2021-11-22
207,208,Pune,Junnar(Alephata),Onion,Other,FAQ,1000,3000,2000,2021-11-23
3372,3373,Pune,Pune,Onion,Local,FAQ,600,2700,1700,2021-11-24
7812,7813,Pune,Junnar,Onion,Other,FAQ,1000,2500,1500,2021-11-25
2713,2714,Pune,Pune(Khadiki),Onion,Local,FAQ,1700,2100,2000,2021-11-26
5147,5148,Pune,Khed(Chakan),Onion,Other,FAQ,1200,2500,2000,2021-11-27
4087,4088,Pune,Junnar(Alephata),Onion,Other,FAQ,700,2350,1400,2021-11-28
3098,3099,Pune,Pune(Moshi),Onion,Local,FAQ,500,1800,1150,2021-11-29
9963,9964,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,2500,1750,2021-11-30
8827,8828,Pune,Pune,Onion,Local,FAQ,500,2000,1250,2021-12-01
4507,4508,Pune,Manchar,Onion,Other,FAQ,1000,3040,2175,2021-12-02
9794,9795,Pune,Pune(Moshi),Onion,Local,FAQ,700,2000,1350,2021-12-03
10380,10381,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,2000,1600,2021-12-04
4037,4038,Pune,Khed(Chakan),Onion,Other,FAQ,1500,2800,2400,2021-12-05
7984,7985,Pune,Pune(Manjri),Onion,Local,FAQ,800,3300,2600,2021-12-06
8927,8928,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1500,1450,2021-12-07
7190,7191,Pune,Khed(Chakan),Onion,Other,FAQ,1500,2500,2000,2021-12-08
7610,7611,Pune,Pune(Manjri),Onion,Local,FAQ,800,1700,1100,2021-12-09
5041,5042,Pune,Junnar(Alephata),Onion,Other,FAQ,1200,3410,2400,2021-12-10
9858,9859,Pune,Pune(Manjri),Onion,Local,FAQ,800,2200,1700,2021-12-11
2432,2433,Pune,Manchar,Onion,Other,FAQ,1000,3190,2287,2021-12-12
4549,4550,Pune,Pune(Manjri),Onion,Local,FAQ,800,2600,1700,2021-12-13
6482,6483,Pune,Pune(Manjri),Onion,Local,FAQ,800,2600,1600,2021-12-14
8349,8350,Pune,Khed(Chakan),Onion,Other,FAQ,1000,2500,2000,2021-12-15
8199,8200,Pune,Pune(Manjri),Onion,Local,FAQ,800,2200,1700,2021-12-16
10469,10470,Pune,Pune(Moshi),Onion,Local,FAQ,400,1400,900,2021-12-17
719,720,Pune,Manchar,Onion,Other,FAQ,1000,2880,1750,2021-12-18
8358,8359,Pune,Pune(Moshi),Onion,Local,FAQ,500,1200,850,2021-12-19
7983,7984,Pune,Pune(Manjri),Onion,Local,FAQ,800,2400,1300,2021-12-20
2132,2133,Pune,Khed(Chakan),Onion,Other,FAQ,700,2200,1600,2021-12-21
7458,7459,Pune,Pune(Manjri),Onion,Local,FAQ,500,3600,2050,2021-12-22
958,959,Pune,Khed(Chakan),Onion,Other,FAQ,1000,3000,1500,2021-12-23
5744,5745,Pune,Junnar(Alephata),Onion,Other,FAQ,1000,3000,2000,2021-12-24
8908,8909,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1900,1450,2021-12-25
9175,9176,Pune,Pune(Moshi),Onion,Local,FAQ,300,1400,850,2021-12-26
2695,2696,Pune,Pune(Khadiki),Onion,Local,FAQ,1300,1700,1500,2021-12-27
7022,7023,Pune,Khed(Chakan),Onion,Other,FAQ,1000,2500,1800,2021-12-28
9069,9070,Pune,Pune(Manjri),Onion,Local,FAQ,1300,2400,1700,2021-12-29
4602,4603,Pune,Pune,Onion,Local,FAQ,500,3500,2000,2021-12-30
9019,9020,Pune,Pune(Manjri),Onion,Local,FAQ,500,3400,1950,2021-12-31
5141,5142,Pune,Khed(Chakan),Onion,Other,FAQ,1000,3000,2000,2022-01-01
8001,8002,Pune,Pune(Manjri),Onion,Local,FAQ,1300,2600,1700,2022-01-02
10366,10367,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1600,1400,2022-01-03
6720,6721,Pune,Khed(Chakan),Onion,Other,FAQ,1000,2500,1700,2022-01-04
5889,5890,Pune,Khed(Chakan),Onion,Other,FAQ,1000,2500,1700,2022-01-05
812,813,Pune,Junnar(Otur),Onion,Other,FAQ,2000,3000,2500,2022-01-06
7490,7491,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1500,1450,2022-01-07
10822,10823,Pune,Pune(Manjri),Onion,Local,FAQ,1600,2600,2000,2022-01-08
9932,9933,Pune,Pune,Onion,Local,FAQ,700,3200,1950,2022-01-09
10263,10264,Pune,Pune(Manjri),Onion,Local,FAQ,1500,2600,1700,2022-01-10
9801,9802,Pune,Pune(Moshi),Onion,Local,FAQ,800,1800,1300,2022-01-11
8734,8735,Pune,Pune,Onion,Local,FAQ,500,3000,1750,2022-01-12
7135,7136,Pune,Manchar,Onion,Other,FAQ,1000,2700,1725,2022-01-13
10162,10163,Pune,Pune(Manjri),Onion,Local,FAQ,1500,2600,1700,2022-01-14
3329,3330,Pune,Manchar,Onion,Other,FAQ,1000,3510,1895,2022-01-15
1137,1138,Pune,Junnar,Onion,Other,FAQ,1000,3000,2000,2022-01-16
7235,7236,Pune,Manchar,Onion,Other,FAQ,1000,3010,2285,2022-01-17
2485,2486,Pune,Pune,Onion,Local,FAQ,700,3000,1850,2022-01-18
6009,6010,Pune,Manchar,Onion,Other,FAQ,1000,2500,1925,2022-01-19
38,39,Pune,Junnar,Onion,Other,FAQ,1700,2700,2200,2022-01-20
3373,3374,Pune,Pune,Onion,Local,FAQ,600,2800,1700,2022-01-21
1784,1785,Pune,Pune(Moshi),Onion,Local,FAQ,500,2000,1250,2022-01-22
7321,7322,Pune,Pune,Onion,Local,FAQ,700,2800,1750,2022-01-23
6491,6492,Pune,Pune(Manjri),Onion,Local,FAQ,1100,2000,1600,2022-01-24
6406,6407,Pune,Pune(Khadiki),Onion,Local,FAQ,1100,1600,1350,2022-01-25
5471,5472,Pune,Pune(Moshi),Onion,Local,FAQ,400,1800,1100,2022-01-27
5240,5241,Pune,Manchar,Onion,Other,FAQ,625,2200,1785,2022-01-28
3082,3083,Pune,Pune(Moshi),Onion,Local,FAQ,400,2000,1200,2022-01-29
2124,2125,Pune,Junnar(Otur),Onion,Other,FAQ,2000,3000,2500,2022-01-30
3615,3616,Pune,Pune(Moshi),Onion,Local,FAQ,400,1800,1100,2022-01-31
3364,3365,Pune,Pune,Onion,Local,FAQ,500,2300,1400,2022-02-01
8828,8829,Pune,Pune,Onion,Local,FAQ,500,2500,1500,2022-02-02
8539,8540,Pune,Khed(Chakan),Onion,Other,FAQ,1000,2500,1600,2022-02-03
4635,4636,Pune,Pune(Manjri),Onion,Local,FAQ,1500,2000,1800,2022-02-04
1712,1713,Pune,Pune(Manjri),Onion,Local,FAQ,1600,2000,1700,2022-02-05
4274,4275,Pune,Pune,Onion,Local,FAQ,700,2700,1700,2022-02-06
2899,2900,Pune,Pune(Manjri),Onion,Local,FAQ,1300,2000,1700,2022-02-07
6853,6854,Pune,Pune,Onion,Local,FAQ,800,2800,1600,2022-02-08
8489,8490,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1700,1350,2022-02-09
6140,6141,Pune,Pune,Onion,Local,FAQ,700,2700,1700,2022-02-10
5238,5239,Pune,Manchar,Onion,Other,FAQ,500,2650,1575,2022-02-11
9187,9188,Pune,Pune(Moshi),Onion,Local,FAQ,400,2000,1200,2022-02-12
1195,1196,Pune,Junnar,Onion,Other,FAQ,1200,3500,2200,2022-02-13
9507,9508,Pune,Pune(Moshi),Onion,Local,FAQ,500,2000,1250,2022-02-14
1528,1529,Pune,Pune,Onion,Local,FAQ,700,3000,1350,2022-02-15
3553,3554,Pune,Pune(Manjri),Onion,Local,FAQ,1300,2200,1700,2022-02-16
1358,1359,Pune,Junnar,Onion,Other,FAQ,2250,3250,2500,2022-02-17
8763,8764,Pune,Pune,Onion,Local,FAQ,700,2600,1650,2022-02-18
2694,2695,Pune,Pune(Khadiki),Onion,Local,FAQ,1300,1700,1500,2022-02-19
2935,2936,Pune,Pune(Moshi),Onion,Local,FAQ,400,2100,1250,2022-02-20
4621,4622,Pune,Pune,Onion,Local,FAQ,700,2800,1750,2022-02-21
3327,3328,Pune,Manchar,Onion,Other,FAQ,1000,3310,2185,2022-02-22
7310,7311,Pune,Pune,Onion,Local,FAQ,600,2800,1700,2022-02-23
7765,7766,Pune,Pune(Khadiki),Onion,Local,FAQ,1500,1800,1650,2022-02-24
531,532,Pune,Manchar,Onion,Other,FAQ,1000,2500,1400,2022-02-25
3616,3617,Pune,Pune(Moshi),Onion,Local,FAQ,400,2200,1300,2022-02-26
1713,1714,Pune,Pune(Manjri),Onion,Local,FAQ,1600,2200,1700,2022-02-27
6411,6412,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1600,1400,2022-02-28
7309,7310,Pune,Pune,Onion,Local,FAQ,600,2200,1400,2022-03-01
2544,2545,Pune,Pune,Onion,Local,FAQ,600,2000,1300,2022-03-02
2545,2546,Pune,Pune,Onion,Local,FAQ,600,2600,1300,2022-03-03
5134,5135,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1800,1400,2022-03-04
11230,11231,Pune,Pune(Pimpri),Onion,Local,FAQ,1300,2000,1650,2022-03-05
10257,10258,Pune,Pune(Manjri),Onion,Local,FAQ,1300,2200,1700,2022-03-06
8642,8643,Pune,Manchar,Onion,Other,FAQ,625,1000,850,2022-03-07
2799,2800,Pune,Pune(Manjri),Onion,Local,FAQ,800,1700,1300,2022-03-08
8667,8668,Pune,Manchar,Onion,Other,FAQ,625,1510,855,2022-03-09
8932,8933,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1800,1600,2022-03-10
1877,1878,Pune,Pune(Pimpri),Onion,Local,FAQ,1500,1700,1600,2022-03-11
3216,3217,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1400,1200,2022-03-12
8335,8336,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-03-13
10131,10132,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1500,1250,2022-03-14
9041,9042,Pune,Pune(Manjri),Onion,Local,FAQ,800,1600,1300,2022-03-15
3256,3257,Pune,Pune(Pimpri),Onion,Local,FAQ,1400,1700,1550,2022-03-16
2107,2108,Pune,Junnar(Otur),Onion,Other,FAQ,700,1300,1000,2022-03-17
7605,7606,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-03-18
5010,5011,Pune,Pune(Moshi),Onion,Local,FAQ,200,1200,700,2022-03-19
9892,9893,Pune,Pune,Onion,Local,FAQ,400,1400,900,2022-03-20
4177,4178,Pune,Pune,Onion,Local,FAQ,400,1400,900,2022-03-21
3811,3812,Pune,Junnar(Alephata),Onion,Other,FAQ,400,1500,750,2022-03-22
7152,7153,Pune,Khed(Chakan),Onion,Other,FAQ,800,1200,1000,2022-03-23
8677,8678,Pune,Manchar,Onion,Other,FAQ,1000,1350,1195,2022-03-24
5667,5668,Pune,Junnar(Alephata),Onion,Other,FAQ,350,1360,650,2022-03-25
4375,4376,Pune,Khed(Chakan),Onion,Other,FAQ,800,1300,1000,2022-03-26
3678,3679,Pune,Pune(Pimpri),Onion,Local,FAQ,600,1300,950,2022-03-27
2227,2228,Pune,Manchar,Onion,Other,FAQ,300,1200,750,2022-03-28
8525,8526,Pune,Khed(Chakan),Onion,Other,FAQ,800,1200,1000,2022-03-29
8643,8644,Pune,Manchar,Onion,Other,FAQ,625,1250,925,2022-03-30
3123,3124,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1400,1200,2022-03-31
7474,7475,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-04-01
10461,10462,Pune,Pune(Moshi),Onion,Local,FAQ,400,1200,800,2022-04-02
7870,7871,Pune,Pune,Onion,Local,FAQ,500,1400,950,2022-04-03
508,509,Pune,Manchar,Onion,Other,FAQ,350,1200,775,2022-04-04
6757,6758,Pune,Manchar,Onion,Other,FAQ,625,1250,975,2022-04-05
11056,11057,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-04-06
3464,3465,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1600,1300,2022-04-07
936,937,Pune,Khed(Chakan),Onion,Other,FAQ,800,1200,1000,2022-04-08
4794,4795,Pune,Pune(Khadiki),Onion,Local,FAQ,900,1300,1100,2022-04-09
8714,8715,Pune,Pune,Onion,Local,FAQ,300,1100,700,2022-04-10
7612,7613,Pune,Pune(Manjri),Onion,Local,FAQ,800,1700,1300,2022-04-11
4545,4546,Pune,Pune(Manjri),Onion,Local,FAQ,800,1700,1300,2022-04-12
406,407,Pune,Khed(Chakan),Onion,Other,FAQ,700,1100,900,2022-04-13
5276,5277,Pune,Pune,Onion,Local,FAQ,300,1100,700,2022-04-14
3441,3442,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1300,1000,2022-04-15
8322,8323,Pune,Khed(Chakan),Onion,Other,FAQ,700,1125,900,2022-04-16
1204,1205,Pune,Junnar(Alephata),Onion,Other,FAQ,225,1250,525,2022-04-17
2937,2938,Pune,Pune(Moshi),Onion,Local,FAQ,500,800,650,2022-04-18
8871,8872,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1100,900,2022-04-19
5286,5287,Pune,Pune,Onion,Local,FAQ,400,1300,850,2022-04-20
941,942,Pune,Khed(Chakan),Onion,Other,FAQ,800,1300,1050,2022-04-21
17,18,Pune,Indapur,Onion,Red,FAQ,100,1225,450,2022-04-22
2867,2868,Pune,Pune(Manjri),Onion,Local,FAQ,600,1600,1200,2022-04-23
5379,5380,Pune,Junnar,Onion,Other,FAQ,700,1400,1000,2022-04-24
10206,10207,Pune,Pune(Moshi),Onion,Local,FAQ,300,900,600,2022-04-25
6375,6376,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1000,2022-04-26
4736,4737,Pune,Pune(Pimpri),Onion,Local,FAQ,700,1000,850,2022-04-27
9573,9574,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-04-28
5283,5284,Pune,Pune,Onion,Local,FAQ,400,1200,800,2022-04-29
8191,8192,Pune,Pune(Pimpri),Onion,Local,FAQ,900,1100,1000,2022-04-30
8668,8669,Pune,Manchar,Onion,Other,FAQ,650,1200,925,2022-05-01
1842,1843,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-05-02
926,927,Pune,Pune(Khadiki),Onion,Local,FAQ,800,1200,1000,2022-05-03
7090,7091,Pune,Khed(Chakan),Onion,Other,FAQ,700,1100,900,2022-05-04
1472,1473,Pune,Pune,Onion,Local,FAQ,400,1200,800,2022-05-05
4941,4942,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-05-06
8187,8188,Pune,Pune(Pimpri),Onion,Local,FAQ,800,1200,1000,2022-05-07
5400,5401,Pune,Junnar(Alephata),Onion,Other,FAQ,300,1200,600,2022-05-08
4072,4073,Pune,Manchar,Onion,Other,FAQ,150,850,500,2022-05-09
7089,7090,Pune,Khed(Chakan),Onion,Other,FAQ,600,1000,800,2022-05-10
2046,2047,Pune,Indapur,Onion,Red,FAQ,150,1100,450,2022-05-11
10957,10958,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-05-12
5940,5941,Pune,Khed(Chakan),Onion,Other,FAQ,600,1000,800,2022-05-14
1125,1126,Pune,Junnar,Onion,Other,FAQ,700,1100,900,2022-05-15
1587,1588,Pune,Pune(Khadiki),Onion,Local,FAQ,800,1100,950,2022-05-16
5009,5010,Pune,Pune(Moshi),Onion,Local,FAQ,200,1000,600,2022-05-17
6165,6166,Pune,Pune,Onion,Local,FAQ,400,1200,800,2022-05-18
10060,10061,Pune,Pune(Pimpri),Onion,Local,FAQ,800,1200,1000,2022-05-19
9890,9891,Pune,Pune,Onion,Local,FAQ,400,1300,850,2022-05-20
1586,1587,Pune,Pune(Khadiki),Onion,Local,FAQ,800,1000,900,2022-05-21
5646,5647,Pune,Junnar,Onion,Other,FAQ,700,1300,1000,2022-05-22
8652,8653,Pune,Manchar,Onion,Other,FAQ,800,1000,900,2022-05-23
9891,9892,Pune,Pune,Onion,Local,FAQ,400,1300,850,2022-05-24
2393,2394,Pune,Pune,Onion,Local,FAQ,400,1300,850,2022-05-25
6168,6169,Pune,Pune,Onion,Local,FAQ,400,1300,850,2022-05-26
4175,4176,Pune,Pune,Onion,Local,FAQ,400,1300,850,2022-05-27
1672,1673,Pune,Pune(Manjri),Onion,Local,FAQ,600,1100,800,2022-05-28
2363,2364,Pune,Manchar,Onion,Other,FAQ,1300,1610,1455,2022-05-29
9834,9835,Pune,Pune(Manjri),Onion,Local,FAQ,600,1100,800,2022-05-30
11210,11211,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-05-31
10729,10730,Pune,Pune(Manjri),Onion,Local,FAQ,400,800,650,2022-06-01
9557,9558,Pune,Pune(Pimpri),Onion,Local,FAQ,700,1300,1000,2022-06-02
10956,10957,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-06-03
7373,7374,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1000,850,2022-06-04
1583,1584,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1000,850,2022-06-05
9331,9332,Pune,Pune(Manjri),Onion,Local,FAQ,400,800,600,2022-06-06
1455,1456,Pune,Manchar,Onion,Other,FAQ,1200,1710,1455,2022-06-07
4176,4177,Pune,Pune,Onion,Local,FAQ,400,1400,900,2022-06-08
3436,3437,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1200,950,2022-06-09
9953,9954,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1500,1250,2022-06-10
11059,11060,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-06-11
8485,8486,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1500,1250,2022-06-12
6253,6254,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1200,1100,2022-06-13
5125,5126,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-06-14
11028,11029,Pune,Pune(Manjri),Onion,Local,FAQ,400,800,600,2022-06-15
4925,4926,Pune,Pune(Manjri),Onion,Local,FAQ,400,800,600,2022-06-16
6703,6704,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-06-17
7454,7455,Pune,Pune(Manjri),Onion,Local,FAQ,400,800,600,2022-06-18
624,625,Pune,Junnar(Alephata),Onion,Other,FAQ,1100,1810,1500,2022-06-19
3638,3639,Pune,Pune(Moshi),Onion,Local,FAQ,700,1000,850,2022-06-20
